worker_id,condition,start_means,strategy_with_means,strategy_without_means,Open Codes,Answered question,Changed strategy with vs witout means,Mentioned distance,Mentioned mean,Mentioned variance,Mentioned threshold,Mentioned area of marking,Mentioned frequency of events/markings,Mentioned confusion
4c87655b,intervals,TRUE,If it was less than 55 I took my chances.  If the other player added more than 55% I paid for the player.,If it was over 50 - I took on a new player.  I actually misunderstood in the beginning I thought he red was WITHOUT a new player and it hurt me.,Probability of superiority threshold,No,,,,,,,,
4e130831,intervals,TRUE,I want to see the average with the new player significantly past the dotted line.,I imagined where the average was with the new player and tried to have it be significantly to the right of dashed line.,Mean difference; Distance across threshold,Yes,No,Yes,Yes,No,Yes,No,No,No
5309bf6a,intervals,TRUE,I look at how close the projections line with the player is to the line without the player and if it's far enough away then I choose the player.,I only paid for the player if the lines were far enough apart that I felt their expected performance with the team was much higher than my team would have without the player. If the lines were very close and overlapping I would not pick them. But later in the game I needed to pay for players even if the performance was not much higher because I was running out of trials and I wanted the bonus money that I would get from choosing them.,Gist distance; Distribution overlap,Yes,Yes,Yes,No,No,No,Yes,No,No
53ecf861,intervals,TRUE,I just tried to make the choice that made the most sense.  I took a gamble with it a couple of times that usually resulted negatively.  If it seemed very close I tried to NOT spend the money on the new team member.,I tried to stop taking my chances and usually buy the new player in most situations.  It seemed the best way to maximize my bonus.  If both parts in the chart were about equal or as close as it could be... I'd deliberate.  If there was a huge obvious difference I would always play it safe and make the smart choice.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
5905e28b,intervals,TRUE,Mainly how much further the two were away from the starting line.,Same was as before Using the line in order to tell the odds.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
5e191a05,intervals,TRUE,I looked for the new player axis to be long enough to extend past the lowest score I could get awards at and also to extend past my own axis if it stretched below the award limit.,I looked for the length of the player's ability to get enough points to either be above the threshold for the award or to be long enough that it would negate my line going below the threshold.,Distance across threshold; Area across threshold,Yes,No,Yes,No,Yes,Yes,Yes,No,No
5f83931c,intervals,TRUE,When I felt the odds exceeded 55 I took the risk on the purchase of a new player but I was conservative when it was below what I perceived to be 55.,I compared the center line of the range for the new player and without new player bars. I tried to guess the difference in odds and I only risked acquiring a new player when I felt it reflected what I perceived to be 55 or more.,Mean difference; Probability of superiority threshold,Yes,No,No,Yes,No,No,No,No,No
5fb41d23,intervals,TRUE,I tried to estimate percentages based on location in the chart. the farther to the right the higher the percentage the less risk of loosing.,Same as last round. I used the position of the line to determine the risk and percentage of winning and went from there. Most of it was a gamble.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
60570df0,intervals,TRUE,If the chance is over 55 I usually take the gamble with the new player.,I looked at the probability based on the bars locations on the grid. If it was slightly over I put over 50 if it was moderately over I put 60-70. If it was way over I put 90.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
619cf604,intervals,TRUE,I tried to calculate from 100 if it higher or equivalent to 100 I rate it 50 or above,I start the rating from 100 any rightward movement give me best rating and either to pay for new player or not.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
62646584,intervals,TRUE,I try to look for a large jump in performance (just visually no number basis) and if there is I add the player. If not I play it safe and don't pay.,I tried to look for any jump in performance. If there was a noticeable gain I paid for the player.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
64eae0fe,intervals,TRUE,If the red and blue markers are pretty close in proximity I keep my player. If the red marker is significantly further away then I would purchase the player.,I paid attention to the proximity of the lines to each other and how much distance there was between the red line and blue line. If the red line was significantly to the right I paid for the player. If the same as the blue or the blue was slightly to the right more I left my player as is.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
6591c922,intervals,TRUE,I looked to see how far right it was on the chart. I feel stupid.,I looked at how the bars matched up and how further over the red bar was.,Gist distance,Yes,No,Yes,No,No,No,No,No,Yes
67af477b,intervals,TRUE,I compared the lines on the red marker with the ones on the blue marker to see if the risk made it work investing in terms of how much my team would be improved.,I compared the lines to each other and went off of that. If the overlap was in favor of the red one even a bit I would take a chance since I had the money to take a loss in case I was wrong. If the red and blue were even I did nothing.,Distribution overlap,Yes,No,No,No,No,No,Yes,No,No
703a5273,intervals,TRUE,I only thought about buying the new player if it would significantly increase my odds of winning past 50/50.,I looked for bigger spreads that were higher up and would increase the odds more.,Probability of superiority threshold; Variance; Gist distance,Yes,No,Yes,No,High,No,No,No,No
703ac476,intervals,TRUE,I notice that when I buy a member it gives me good score but not all the time so I am still confused what is the trick,pay a new player and will get you better score,Uninformative,No,,,,,,,,
74d29f12,intervals,TRUE,i counted the 100 line as a 50% chance and the 150 line as 100% chance to score more than 100 points for the new player.,i feel like an idiot now i just looked at how much of the red bar was going into the section of the chart that indicated scoring over 100 points and estimated how much percentage of the bar was over it.,Point threshold; Area across threshold,Yes,Yes,No,No,No,Yes,Yes,No,Yes
77a79056,intervals,TRUE,i am looking for red lines pasty the end of the blue. If past the blue I add if not I don't.,I looked for the sure thing pretty much,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,No
7c7ed6d1,intervals,TRUE,I look at how far to the right the red indicator is from the blue indicator.,I looked at how far to the right the red bar was from the blue bar.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
7e9d1047,intervals,TRUE,I looked at how far ahead the mark with the new player is compared to the mark without the new player. I also looked at the horizontal width of the mark. The wider it is the more ambivalent the result can be.,I looked at the result with the new player and decided how much of the line is above the threshold.,Variance and mean difference; Area past threshold; Focused on red,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
85d54107,intervals,TRUE,I chose to use the same team when the chance to improve was negligible meaning that if there was not much difference in a chance to improve I did not pay for new players.,I tried to use the chart but did not see the same results as before so I started to use random guesses.,Uninformative,No,,,,,,,,
8712d430,intervals,TRUE,the position of the red chart (how much it is to the left) and the length of its confidence interval. I wanted to have the new player it is gives more than 60 percent of the previous team,the first question is irrelevant I think. because instead of estimating that number once can intuitively can understand whether the new player is beneficial or not by just looking at the red bar. for most of the time the red bar was completely on the right side of the threshold score,Gist distance; Variance; Probability of superiority threshold; Distance across threshold,Yes,Yes,Yes,No,Yes,Yes,No,No,No
8a138aaf,intervals,TRUE,I base my decisions based on har far to the right the new player is.,If the red bar was more than 60 percent better than the blue bar I would buy the player.,Gist distance; Probability of superiority threshold,Yes,No,Yes,No,No,No,No,No,No
8b8443da,intervals,TRUE,went with a combination of gut feeling and the odd's of what the charts showed me for panning out true,i tried to go for the what i estimated as the middle ground between the two projections.,Uninformative,No,,,,,,,,
8c785ef5,intervals,TRUE,I first look at my odds of breaking the threshhold without the new player. If there is a pretty good chance I could win I look at what happens when the new player is added. If adding the player gives me near certainty I add them. If adding them is a major gamble still I dont. The long horizontal lines are key for me in making this decision.,I used the second of charts the same way I used the first set. I created each probability of winning seperately and then decided if adding the player was enough of a sure thing to justify paying them. If I still had a significant chance of losing with the new player I didn't pay them.,Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
91c4e69f,intervals,TRUE,If the chance was small that the amount of points would increase then I usually did not invest in a new player. I looked at how far away the red mark was compared to the blue mark in order to make my decision.,I decided to change my strategy and take more risks in investing in a new player. The chance of scoring more points will either be 50% or greater.,Gist distance; Probability of superiority threshold,Yes,No,Yes,No,No,No,No,No,No
973c8071,intervals,TRUE,I looked at if the red bar was further to the right than the blue.,I looked at how much the red and blue bars overlapped and if they covered same range I didn't buy the new player.,Gist distance; Distribution overlap,Yes,Yes,Yes,No,No,No,Yes,No,No
97ca9535,intervals,TRUE,I used them to see how much greater the average was with the new player and just went with the prediction.,I just looked at the length of the lines and how close they were to the higher points and chose to pass on a player if the red line and blue line were close together.  I would pick a player if there was a big gap between having and not having the player,Mean difference; Variance and gist distance,Yes,Yes,Yes,Yes,Yes,No,No,No,No
a58d0f36,intervals,TRUE,If the player appeared to increase the potential points by at least 20% above the 50% threshold i would typically choose the player. Visually i was looking for an increase that seemed to be at least a quarter of the distance between the 100 and 150 point markers. After a while the small cushion i had built up did make me feel more bold in choosing players but i didn't deviate from my strategy a great deal.,I was trying to choose instances where the predicted score with the player was roughly 65-70% past the 100point line. I quickly eyed the line guessed where the halfway point was and then guessed where the 70% would be and chose based on that.,Probability of superiority threshold; Gist Distance; Point threshold; Area across threshold,Yes,Yes,Yes,No,No,Yes,Yes,No,No
a8decbab,intervals,TRUE,I looked at how many more points the new player could possibly add.,to see how far ahead the new player was from the threshold,Focused on red; Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
a9d2dae2,intervals,TRUE,I only pick up a new player if they are more than 65% likely to increase my odds of winning more points.,I took the middle of the lines as a point and estimated the percentage difference in points scored.,Mean difference; Probability of superiority threshold,Yes,No,No,Yes,No,No,No,No,No
ac462bb6,intervals,TRUE,I paid for the new player if I was certain I'd get over 100 points. Otherwise I usually didn't pay for the new player.,Same as before. I looked for when most of the red was over 100 and went with those new players.,Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
ad321079,intervals,TRUE,I judged whether the addition of the new player would make a noticeable increase in our chances at winning or if the difference was negligible.,I compared the high/low scores with and without the new player to determine which option had a better chance of having a score above 100.,Range comparison; Point threshold,Yes,No,No,No,Yes,Yes,No,No,No
b06f77a2,intervals,TRUE,If the red mark was further from the blue mark I would buy the player,I bought the player unless they were really close,Gist distance,Yes,No,Yes,No,No,No,No,No,No
b2aa7fa4,intervals,TRUE,I compare the estimated number of points the new player will score compared to what the team should score without the new player.,As before I looked at the points estimate with the new player as compared to the points scored without the new player.,Uninformative,No,,,,,,,,
b5c2a2aa,intervals,TRUE,"I saw on the chart whether or not it seemed worth it to pay for a new player. If the chart indicated my chances were similar for either option I often did not want to pay for the new player if he didn't give me a large enough chance to win. I looked for both colors; the darker red and the lighter red to give me a ""feel"".","I again tried to ""feel"" if it was worth paying for the other player. When the red was completely over the line I paid even though  the chances weren't that great because I got tired of not winning.",Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
b6137329,intervals,TRUE,I only pay for players if its a 70+ chance at success,I used the standard deviation ranges to determine what percent of possible scores would fail vs win and base my decision on that (if it's over 70 then yes),Probability of superiority threshold; Area across threshold,Yes,No,No,No,Yes,Yes,Yes,No,No
be382ffe,intervals,TRUE,I used the data on whether I should pay for the new player or not.,The data seemed to be in my favor most of the time.,Uninformative,No,,,,,,,,
c10ec437,intervals,TRUE,I was trying to figure the math in my head and I think I did well when I figured it out,I looked at the red and blue lines to see how much better my chances were and then tried to guess using that info.,Uninformative,No,,,,,,,,
c7003235,intervals,TRUE,I looked for how much the horizontal bars overlapped to see whether the new team would usually score higher. I also looked for whether the bar for the new team mostly cleared the vertical line for the prize so that I knew whether it was possible I would lose money by switching.,I used the second set of charts the same way I did the first. I looked for the overlap between the horizontal bars to see if the chances were much better with the new team and I also looked to see if the new team made it highly likely to win by seeing if its bar was past the prize line.,Distribution overlap; Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
c776cb38,intervals,TRUE,It seems much more likely that I will win simply because it is over 50% and the consequences of not buying are minor compared to buying.,If the red was more than halfway past the midpoint I wagered I had a higher chance winning with the person.,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,No
c9ac60b2,intervals,TRUE,I tried to remember the correct answer from the last turn compared to the number i guessed. If it looked like it was out more than a small amount i would say yes to the new player.,Same as before. I tried to guess where the slider was and then tried to remember the response from the last time.,Uninformative,No,,,,,,,,
ca57913a,intervals,TRUE,If red had a big jump over blue I would choose it. If it was too close I wouldn't because I doubt there is enough to risk.,If the red was completely past the dotted line then I would buy the new player no matter what. If there were overlaps with blue I would just risk assess to see if it was worth it to me or not. Most of the time it was not.,Gist distance; Distance across threshold; Distribution overlap,Yes,Yes,Yes,No,No,Yes,Yes,No,No
d5b6d3e8,intervals,TRUE,I started by only paying for someone I perceive to increase my chances to 70 out of 100. However I'm starting to realize that with 50/50 as the baseline it makes sense to pay for the player nearly every time.,This time I paid more attention to the overlap of the bars and where the red bar fell in relation to the 100 point line. If it was completely above the 100 point line then I would always buy the player. The only time I would pass on the player is when both the blue and red lines fell significantly below the 100 point mark and then I would consider how much overlap was shown and how much of the overlap was below the 100 point thresh hold.,Probability of superiority threshold; Distance across threshold; Area across threshold; Distribution overlap,Yes,Yes,Yes,No,No,Yes,Yes,No,No
da903ed3,intervals,TRUE,Whatever % or the horizontal red line is to the right of the dashed vertical line is the % chance that adding the player will benefit me.  Roughly 2/3 or better chance makes me choose to add the player.,As I already said if the % of the red bar to the right of the dashed vertical line was greater than ~70% (previously I said 2/3) I added the player.,Area across threshold; Probability of superiority threshold,Yes,No,No,No,No,Yes,Yes,No,No
daf95a13,intervals,TRUE,I looked at the overlap between new and old players and cut it in half to determine the likelihood (out of 100) that the old team beats the new. As for whether to hire a new member I just tried to weigh the odds based on how much the lines were on either side of the dotted award line and compare that to losing nearly 1/3 the reward if I hire someone. If it still seems like a good deal I go for it.,Well if the new member guaranteed an award it was obviously worth it but even if the new member just increased the odds heavily I still went for it because I'd rather have a high chance of a lower reward than a 50/50 chance of a higher one. That was easily determined by how much of the red line was on each side of the dotted line. Comparing how likely one team is to score higher was sometimes difficult for me as it could be difficult to tell if there is a slight difference between them or if I'm just imagining things. I didn't really use that information much in determining whether or not to hire a new member. I kept the two tasks mostly separate in my head.,Distribution overlap; Focused on red; Area across threshold,Yes,Yes,No,No,No,Yes,Yes,No,No
e45d61ec,intervals,TRUE,I tried to only pay for new players when there was at least around 10% increase in score.,I tried to see how much of the bar was above the award threshold. If it looked like a significant increase in potential award win I would pay for the player.,Probability of superiority threshold; Area across threshold,Yes,No,No,No,No,Yes,Yes,No,No
e95cfc1e,intervals,TRUE,if its significantly bigger i buy the player,same as before but tried to estimate,Uninformative,No,,,,,,,,
ea311aea,intervals,TRUE,I used them to determine if the chances of winning were increased.,I looked to see if red was further down the lien than blue.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
eb0c3c6b,intervals,TRUE,I tried to see how close the new player's stats would be to the current average. I basically chose to not sign a new player if it was too close to my current average but later on I realized that I would typically get a bonus if I didn't sign a new player anyway and it would most likely be more because I didn't invest in a new player.,I just guessed as best as I could. I used the same strategy from the first trials.,Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
f48a6a93,intervals,TRUE,I looked that the horizontal lines to determine about the % of increase to win.,I tried to mentally stack the lines up to get a percentage difference between the two.,Uninformative,No,,,,,,,,
fba3405d,intervals,TRUE,Yes although I found the chart confusing. The farther to the right the red cross was the more likely I was to add the player.,same as before. I don't really understand the chart but the farther to the right the red line goes the more likely I am to add the player.,Mean difference; Gist distance,Yes,No,Yes,Yes,No,No,No,No,Yes
fe8936cd,intervals,TRUE,looked for about 53% probability,the second charts were way easier to interpret and understand the probability. if the red portion was past the dashed line it indicated buy the new player.,Probability of superiority threshold; Area across threshold,Yes,Yes,No,No,No,Yes,Yes,No,Yes
008d8d07,intervals,FALSE,I looked at the difference in position of the with and without scenario indicator with regards to the threshold. This helped me determine my decision,I just am looking for how far away horizontally they are.,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,No
05a666ee,intervals,FALSE,I used the charts to compare and contrast and calculate a monetary risk based on the amount of points earned either with or without the new player/ I was able to identify whether or not paying for the new player was a profitable move or not.,I used the charts to calculate risk of losing money in comparison to scoring over 100 points. I compared the chance of scoring 100 points without the new player to chance of scoring with the new player. After calculating chance I chose whether the monetary risk was profitable or not.,Uninformative,No,,,,,,,,
075e8cd5,intervals,FALSE,I used it the same as the last one. If the line was significantly far enough to make me think that there was a good chance more points would be scored then I invested in the new player. If it was very close to the original line then I did not.,I decided that if the new player had a decent chance of adding to our score then I would pay for them. I was looking to see how far to the right the new line was. If the new player line was significantly far enough to the right then that made me decide that I would purchase the new player. If it was in the same spot as the other line then I would not purchase the new player.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
11b37d38,intervals,FALSE,If the red cross was out of 100 I would definitely pay for the new player. Even if  horizontal red was a little inside 100 but the vertical red was out of 100 I would pay for the player,If the red bar came out of 100 I would pay for the new player and that there are higher chances my team wins. If red and blue are on the same vertical line of 100 then I wont pay for the new player,Distance across threshold; Mean difference,Yes,Yes,Yes,Yes,No,Yes,No,No,No
17099841,intervals,FALSE,I used the threshold above which I needed to score and looked at the likelihood of scoring above that threshold by purchasing the player versus not purchashing to make my decision.,If it seems that the line shows a definite increase in the likelihood of points being scores I am selecting to take the player,Uninformative,No,,,,,,,,
1d8fe109,intervals,FALSE,I estimated how many times over the line I thought the player would score more.  If it was slightly over I would choose to keep.,I figured if the red line was more than the blue I should estimate a little higher than 50 and buy the player.  If it was equal or slightly above to keep the current player.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
1f96ab89,intervals,FALSE,I used the same strategy as before picking a player who gave me the most possibility of scoring.,I looked at how a new player would benefit the team.,Uninformative,No,,,,,,,,
24791ec1,intervals,FALSE,I looked mostly at the middle line for each player to compare them.,I looked for how far the red line was from the blue line and what the scale for measurement was.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
247ad74e,intervals,FALSE,good and better,Better,Uninformate,No,,,,,,,,
25ed70d0,intervals,FALSE,I did about the same as the last one but when the line was smaller I chose to not pay for new player,I looked at where the red is in line with the blue and guess how much more points it was so if half of the red was parallel with blue it would be 50 more points,Distribution overlap; Variance,Yes,No,No,No,High,No,Yes,No,No
26e704fb,intervals,FALSE,I tried to use the distance from the average to figure out the probability.,I tried to disregard the the equal portions of the chart. Then focus on if there were more or less with or without the new player.,Gist distance; Mean difference,Yes,No,Yes,Yes,No,No,No,No,No
27df7684,intervals,FALSE,I tried to understand what the chances of winning were and then decided if I needed to hire a new player.,I tried my best to look at the numbers and decide what the chance of winning would be without hiring a new player.,Uninformative,No,,,,,,,,
3d4daee6,intervals,FALSE,I looked for the red line to be 60 out of a 100 or more above the blue,If it seems to be over 60 of 100 I tend to buy the player though it has failed me a couple times. The smaller lines are very hard to estimate however,Probability of superiority,No,,,,,,,,
45699071,intervals,FALSE,I did it nearly the same as the first one. I would look at how much further away it was from the blue line. I would then put it in a fraction form inside my head. I almost always paid because it seemed like it worked well.There were only a few examples that looked like paying wouldn't work.,I would estimate how much more it was forward than the other one and then put it in a fraction form in my head. I would always put the entire row as 100 and then I would think of it as moving over just a hair was 55. If it was just a little more over I would think of it as 60.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
4666b5d2,intervals,FALSE,I looked at the bar with the player added to see if 2/3 was above 100 points. If it was then I payed for the player since it was worth the risk. Otherwise I did not.,I was looking for areas where there was more than a third of the bar with the player added above the bar without the player added to justify the potential 1M loss.,Distribution overlap; Area across threshold,Yes,Yes,No,No,No,Yes,Yes,No,No
4f81c8e1,intervals,FALSE,If the new player's line was less than 125 pts I did not pay for them but if the red line was at or very near to 125 pts mark I chose to pay for them.,I only chose to pay for the new player if their score was more than half of the teams.  For instance if their score line was only a quarter more than the teams they did qualify for our team.  I.e. red line must at least halfway to the right of the blue line,Distribution overlap; Gist distance; Point threshold,Yes,Yes,Yes,No,No,Yes,Yes,No,No
4fed5de5,intervals,FALSE,I tried to see how a new player could or could not benefit me in the long run by studying where the lines were placed on the graph.,I tried to see what would be the best outcomes based on the graph and whether or not I would benefit from using a new player.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
5317719a,intervals,FALSE,I used the red and blue bars again to judge the outcome,I analyzed the position of the red bar and the blue bar to see which one had the greater opportunity,Gist distance,Yes,No,Yes,No,No,No,No,No,No
56095df1,intervals,FALSE,Like the prior graphs I used the bars as rough comparison points to have an idea of which was better and by how much.,Looking at the size of the two bars where they were in comparison to each other and also the median dashed line (the 100),Variance and gist distance; Point threshold,Yes,No,Yes,No,Yes,Yes,No,No,No
56ce8660,intervals,FALSE,The average bar made it easier to visualize instead of having to manually visualize the average.,It took a few rounds to accurately determine what the chart was actually indicating to be honest. Now I can judge between the 50% chance that I have and the red line chance when the new player. It is clear now that it is based on how much of the red light is to the left of the first 100 point line,Focused on red; Distance across threshold; Mean difference,Yes,No,Yes,Yes,No,Yes,No,No,Yes
576c7e27,intervals,FALSE,If was at least 75% chance of getting the award I paid the player. If it was less I didn't.,When the red was further right I went with adding the new player. I'm not sure if this was the right strategy.,Focued on red; Gist distance; Probability of superiority threshold,Yes,No,Yes,No,No,No,No,No,No
58af83c9,intervals,FALSE,I just guessed if it was equal or higher if the bars weren't really crossing over I said the score was higher and paid for the new player.,I judged how far apart each bar was and if it wasn't past score of 60 I kept the original player without the adding the new player.,Gist distance; Distribution overlap,Yes,Yes,Yes,No,No,No,Yes,No,No
59e4d913,intervals,FALSE,I used the same strategy for both charts. I felt like it was better to play it safe most of the time and pay for the better player for increased odds of winning.,I checked to see if it was more of a guarantee that I would win and that would be worth paying for a new player.,Uninformative,No,,,,,,,,
5b07b7d5,intervals,FALSE,If the vertical bar were some st. deviations from the blue bar I risked it and got a new player.,If the red bar is some standard deviations from the blue I add a new player. Otherwise I don't.,Variance and gist distance; Variance and mean difference,Yes,Yes,Yes,Yes,Yes,No,No,No,No
61b8d1c0,intervals,FALSE,I looked at where it intercepted the chart,I looked at the increase in the red compared to the blue,Uninformative,No,,,,,,,,
6eb0b143,intervals,FALSE,I tried to analyze it and make the best choice,I'm just going with my gut.,Uninformative,No,,,,,,,,
6fd9284b,intervals,FALSE,In addition to paying attention to the length and position of the red and blue lines I also used the averages to make decisions. It was pretty much the same although I feel like having the averages on hand allowed me to make more accurate decisions and determine what threshold is acceptable in buying a new player.,I compared the length and position of the red and blue bars. Depending on how much the red bar(adding a new player) exceeds the blue bar is what determines whether I would add a new player or not. Some cases are obvious while for others where the position and length of the bars are close to each other it is harder to make an accurate decision.,Variance and gist distance; Variance and mean difference,Yes,Yes,Yes,Yes,Yes,No,No,No,No
71088f7b,intervals,FALSE,"I just looked at how far the bar of the ""with player"" extended past the threshold line.","I tried to look at how far the ""with player"" bar was above the threshold.",Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
76b28f7b,intervals,FALSE,I used the distance between the two mid points to decide to pay for the new player or not. The further they were away the greater chance I would pay for the new player.,I used the overlapping area to decide to pay for the new player or not. If the new player's score range was not touching the blue player's score then I would decide to pay for the new player because I knew it would increase my score by a higher magnitude.,Distribution overlap; Mean difference,Yes,Yes,No,Yes,No,No,Yes,No,No
7c890edc,intervals,FALSE,Some of this didn't make sense...one 50/50 time I lost the next time I chose the opposite and also lost.  How can you lose on both choices when it was exactly the same? Stuff that worked in the first part of the experiment didn't work in the second.,Just looked at the chart and tried to make the best decision possible I messed up on a couple not realizing exactly how the chart worked but then I figured it out and didn't miss another.,Uninformative,No,,,,,,,,
7d2852b1,intervals,FALSE,the bar made the points much easier,if the team made more money,Uninformative,No,,,,,,,,
836232cd,intervals,FALSE,I'm not really sure. It was the same as the last one. I'm not sure I understood exactly how to read them correctly.,I'm not really sure I understood how to use them. I thought that the amount of red that was to the right of the blue one would be help me estimate the percent I needed. I'm not sure if that was correct.,Gist distance,Yes,No,Yes,No,No,No,No,No,Yes
84a6e47b,intervals,FALSE,I used the same strategy. Choosing the new player only if it provided a significant advantage over the old one. This task was more difficult to me due to the lack of fidelity in regards to the ranges.,I primarily focused on the likelihood of the new player pushing me over an 80% chance to score the bonus.,Focused on red; Probability of superiority threshold,No,,,,,,,,
892470d8,intervals,FALSE,The charts were similar to the first charts but I felt they were a little more unpredictable. The charts were a little more confusing than the first charts.,I used the charts as a guide to how much value each player would bring to the team. I felt like the charts made it pretty easy to determine.,Uninformative,No,,,,,,,,
89408069,intervals,FALSE,"I suppose it was easier to use in that I just looked at the difference between the lengths of the vertical red and vertical blue lines before making a very rough ""estimate"" to decide whether I should use the new player.","The charts did not really help me when deciding but I did look to see how much closer the left edge of the red line proportionally to the right edge of the blue line. I thought it gave an indication of ""definite"" success if I used the new player.",Distribution overlap; Gist distance; Variance,Yes,No,Yes,No,Yes,No,Yes,No,No
89611943,intervals,FALSE,I analyzed the position of the horizontal bars to see if they overlapped.  Then I looked at the rough odds from that overlap that I'd win the award with the new player.  Any time the red bar was completely past the dotted line I tended to opt for choosing the new player as winning the award was guaranteed.  I also looked at the size of the vertical bars for both the red and the blue to analyze the number of points scored.,I would initially look at how much overlap there was between the blue and the red bar.  Then I would quickly analyze their positions to determine how much more likely I'd be to win the award if I bought the new player.  If the red bar is entirely over the dotted line then I choose that most of the time as it's a guaranteed win.,Distribution overlap; Gist distance; Area across threshold; Mean difference,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
89fc6b04,intervals,FALSE,I looked at the average & the bar as a whole & made a decision if it was worth it or not.,If the points scored were fairly close I normally decided to keep the team as-is.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
90aa0e7d,intervals,FALSE,used the overlapping lines to estimate percentage while taking the range over 100 score into account,estimated percentage based on the overlap of the lines basically,Distribution overlap,Yes,No,No,No,No,No,Yes,No,No
911844b2,intervals,FALSE,The horizontal bar help me to determine when to invest in a new player in order to be profitable.,I compare my chance with or without the new player to make my choice.,Uninformative,No,,,,,,,,
911dbb37,intervals,FALSE,If the chances were better than 50 percent that the new player would help I bought.,I tired to see how even the chances were. If the chances were better with the new player I wanted the new player.,Probability of superiority threshold,No,,,,,,,,
923b2a07,intervals,FALSE,I compared the difference between the red line and the blue line and used the perpendicular lines to judge what percent change I could expect.,I looked to see how many more points the new player was projected to score as compared to not having the new player.  I checked to see if the red line was in front of the blue line to what degree.,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
92ca2953,intervals,FALSE,I looked at how far apart the bars were. If they were far I picked the new player.,I looked at how close the bars were and picked a new player when the bars were far apart.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
9383c085,intervals,FALSE,nothing,interesting,Uninformative,No,,,,,,,,
940ea07f,intervals,FALSE,I looked for the longer red line furthest away from the the green,They were useful. I looked for the red line to be further away from the where the green was,Gist distance,Yes,No,Yes,No,No,No,No,No,No
961b2bcb,intervals,FALSE,I tried to maximize my points near the break even mark,I tired to gauge the difference between paying money and the benefit derived from how far away from break even the chart was.,Uninformative,No,,,,,,,,
96742fa0,intervals,FALSE,Really same as before except I had a little more information. I wanted to get over the threshold to win. I tried to hire the player when he would make a difference.,I looked for the player to add more than a little in order to hire him. I wanted to see a real difference between having him and not having him.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
96ac025b,intervals,FALSE,I used the same ratios as the previous charts.  This time it was easier to visualize with the line in the middle.  Having the line at the 50 percent point made it easier to determine the ratios.,I looked at the ratio of how much farther forward the red line is than the blue line.  Being about 50 percent over would equate to a 50 percent increase over 50.,Variance and gist distance; Variance and mean difference,Yes,Yes,Yes,Yes,Yes,No,No,No,No
9ce9b07a,intervals,FALSE,I used the chart to decide whether it would be beneficial enough to warrant the cost.,Decided whether the cost of a player would help to win by the overall increase of probability.,Uninformative,No,,,,,,,,
9ef3472a,intervals,FALSE,That the red cross was over the line compared to the blue cross.,When the red bar was mostly over the line. If the blue line was mostly over the line or not.,Area across threshold; Distance across threshold; Mean difference,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
a5873f29,intervals,FALSE,the middle bar helped a lot. the closer it was to 150 the faster my decision was made to buy the player.,IF the red bar was closer to 150 then the blue bar I paid for the new player,Gist distance; Point threshold; Mean difference,Yes,Yes,Yes,Yes,No,Yes,No,No,No
a5ef3276,intervals,FALSE,The same as before.,"I tried to compare the two lines and decide if there was enough of a chance to do better/if it was worth ""buying.""",Uninformative,No,,,,,,,,
